fid,confidence,metadata,class,source,reviewed,code,created_by
6611,"5",,1,ShorelineSegment39,,NELPAL,kanoa
6612,"5",,1,ShorelineSegment39,,NELPAL,kanoa
6613,"5",,1,ShorelineSegment39,,NELPAL,kanoa
6614,"5",,1,ShorelineSegment39,,NELPAL,kanoa
6615,"5",,1,ShorelineSegment39,,NELPAL,kanoa
6616,"5",,1,ShorelineSegment39,,NELPAL,kanoa
6617,"5",,1,ShorelineSegment39,,NELPAL,kanoa
6618,"5",,1,ShorelineSegment39,,NELPAL,kanoa
6619,"5",,0,,,UNPRED,kanoa
6620,"5",,0,,,UNPRED,kanoa
6621,"5",,0,,,STDDED,kanoa
6622,"5",,2,,,METPOL,kanoa
6623,"5",,2,,,METPOL,kanoa
6624,"4",,2,,,METPOL,kanoa
6625,"5",,0,,,UNPRED,kanoa
6626,"5",,2,,,METPOL,kanoa
6627,"5",,2,,,METPOL,kanoa
6628,"5",,2,,,METPOL,kanoa
6629,"5",,2,,,METPOL,kanoa
6630,"5",,2,,,METPOL,kanoa
6631,"5",,2,,,METPOL,kanoa
6632,"5",,2,,,METPOL,kanoa
6633,"5",,0,,,STDDED,kanoa
6634,"5",,0,,,FLNDED,kanoa
6635,"5",,0,,,UNPRED,kanoa
6636,"5",,0,,,UNPRED,kanoa
6637,"5",,0,,,UNPRED,kanoa
6638,"5",,0,,,UNPRED,kanoa
6639,"5",,0,,,UNPRED,kanoa
6640,"5",,0,,,UNPRED,kanoa
6641,"5",,0,,,UNPRED,kanoa
6642,"5",,4,square,,DIOSAN,kanoa
6643,"5",,4,square,,DIOSAN,kanoa
6644,"5",,3,square,,GREROB,kanoa
6645,"3",,3,square,,GREROB,kanoa
6646,"2",Baby,3,square,,GREROB,kanoa
6647,"5",,3,square,,GREROB,kanoa
6648,"5",,3,square,,GREROB,kanoa
6649,"5",,2,square,,METPOL,kanoa
6650,"5",,2,square,,METPOL,kanoa
6651,"5",,2,square,,METPOL,kanoa
6652,"5",,2,square,,METPOL,kanoa
6653,"5",,2,square,,METPOL,kanoa
6654,"2",,2,square,,METPOL,kanoa
6655,"2",,2,square,,METPOL,kanoa
6656,"5",METPOL,0,square,,FLNDED,kanoa
6657,"5",,2,square,,METPOL,kanoa
6658,"5",,3,square,,GREROB,kanoa
6659,"5",,2,square,,METPOL,kanoa
6660,"5",,1,square,,JACMIM,kanoa
6661,"5",,3,square,,GREROB,kanoa
6662,"5",,3,square,,GREROB,kanoa
6663,"5",,0,square,,STDDED,kanoa
6664,"5",,3,square,,GREROB,kanoa
6665,"5",,1,square,,JACMIM,kanoa
6666,"5",,0,square,,UNPRED,kanoa
6667,"5",,3,square,,GREROB,kanoa
6668,"5",,3,square,,GREROB,kanoa
6669,"5",,3,square,,GREROB,kanoa
6670,"5",,3,square,,GREROB,kanoa
6671,"5",,3,square,,GREROB,kanoa
6672,"5",,0,square,,FLNDED,kanoa
6673,"5",,3,square,,GREROB,kanoa
6674,"5",,3,square,,GREROB,kanoa
6675,"5",,3,square,,GREROB,kanoa
6676,"5",,3,square,,GREROB,kanoa
6677,"5",,3,square,,GREROB,kanoa
6678,"5",,3,square,,GREROB,kanoa
6679,"5",,3,square,,GREROB,kanoa
6680,"5",,3,square,,GREROB,kanoa
6681,"5",,3,square,,GREROB,kanoa
6682,"5",,3,square,,GREROB,kanoa
6683,"5",,3,square,,GREROB,kanoa
6684,"5",Baby,4,square,,DIOSAN,kanoa
6685,"5",,3,square,,GREROB,kanoa
6686,"5",,4,square,,DIOSAN,kanoa
6687,"5",,4,square,,DIOSAN,kanoa
6688,"5",,0,square,,STDDED,kanoa
6689,"5",,0,square,,FLNDED,kanoa
6690,"5",,0,square,,FLNDED,kanoa
6691,"5",,3,square,,GREROB,kanoa
6692,"5",,4,square,,DIOSAN,kanoa
6693,"5",,3,square,,GREROB,kanoa
6694,"5",,3,square,,GREROB,kanoa
6695,"5",,3,square,,GREROB,kanoa
6696,"5",,3,square,,GREROB,kanoa
6697,"5",,0,square,,STDDED,kanoa
6698,"5",,1,square,,OTHERS,kanoa
6699,"5",,2,square,,METPOL,kanoa
6700,"5",,0,square,,STDDED,kanoa
6701,"5",,3,square,,GREROB,kanoa
6702,"5",,0,square,,UNPRED,kanoa
6703,"5",,3,square,,GREROB,kanoa
6704,"5",,3,square,,GREROB,kanoa
6705,"5",,3,square,,GREROB,kanoa
6706,"5",,4,square,,DIOSAN,kanoa
6707,"5",,4,square,,DIOSAN,kanoa
6708,"5",,3,square,,GREROB,kanoa
6709,"5",,0,square,,STDDED,kanoa
6710,"5",,2,square,,METPOL,kanoa
6711,"5",,2,square,,METPOL,kanoa
6712,"5",,2,square,,METPOL,kanoa
6713,"5",,2,square,,METPOL,kanoa
6714,"5",,0,square,,STDDED,kanoa
6715,"5",,1,square,,JACMIM,kanoa
6716,"5",,3,square,,GREROB,kanoa
6717,"5",,3,square,,GREROB,kanoa
6718,"5",,3,square,,GREROB,kanoa
6719,"5",,3,square,,GREROB,kanoa
6720,"5",,1,square,,JACMIM,kanoa
6721,"5",,1,square,,JACMIM,kanoa
6722,"5",,4,square,,DIOSAN,kanoa
6723,"5",,1,square,,JACMIM,kanoa
6724,"5",,3,square,,GREROB,kanoa
6725,"5",,2,square,,METPOL,kanoa
6726,"5",,3,square,,GREROB,kanoa
6727,"3",,2,square,,METPOL,kanoa
6728,"5",,4,square,,DIOSAN,kanoa
6729,"5",,4,square,,DIOSAN,kanoa
6730,"5",,0,square,,UNPRED,kanoa
6731,"5",,0,square,,STDDED,kanoa
6732,"5",,2,square,,METPOL,kanoa
6733,"5",,2,square,,METPOL,kanoa
6734,"5",,2,square,,METPOL,kanoa
6735,"5",,2,square,,METPOL,kanoa
6736,"5",,2,square,,METPOL,kanoa
6737,"5",,3,square,,GREROB,kanoa
6738,"5",,2,square,,METPOL,kanoa
6739,"5",,2,square,,METPOL,kanoa
6740,"5",,2,square,,METPOL,kanoa
6741,"4",,2,square,,METPOL,kanoa
6742,"4",,2,square,,METPOL,kanoa
6743,"4",,2,square,,METPOL,kanoa
6744,"5",,3,square,,GREROB,kanoa
6745,"5",,3,square,,GREROB,kanoa
6746,"5",,2,square,,METPOL,kanoa
6747,"5",,2,square,,METPOL,kanoa
6748,"5",,3,square,,GREROB,kanoa
6749,"5",,0,square,,UNPRED,kanoa
6750,"5",,4,square,,DIOSAN,kanoa
6751,"4",,4,square,,DIOSAN,kanoa
6752,"5",,2,square,,METPOL,kanoa
6753,"5",,2,square,,METPOL,kanoa
6754,"5",,0,square,,FLNDED,kanoa
6755,"5",,2,square,,METPOL,kanoa
6756,"5",,4,square,,DIOSAN,kanoa
6757,"5",,3,square,,GREROB,kanoa
6758,"5",,3,square,,GREROB,kanoa
6759,"5",,2,square,,METPOL,kanoa
6760,"5",,4,square,,DIOSAN,kanoa
6761,"5",,0,square,,STDDED,kanoa
6762,"5",,2,square,,METPOL,kanoa
6763,"5",,2,square,,METPOL,kanoa
6764,"5",,3,square,,GREROB,kanoa
6765,"5",,4,square,,DIOSAN,kanoa
6766,"4",,2,square,,METPOL,kanoa
6767,"5",,2,square,,METPOL,kanoa
6768,"5",,2,square,,METPOL,kanoa
6769,"5",,4,square,,DIOSAN,kanoa
6770,"5",,2,square,,METPOL,kanoa
6771,"5",,2,square,,METPOL,kanoa
6772,"5",,4,square,,DIOSAN,kanoa
6773,"5",,2,square,,METPOL,kanoa
6774,"4",,2,square,,METPOL,kanoa
6775,"4",,4,square,,DIOSAN,kanoa
6776,"5",,3,square,,GREROB,kanoa
6777,"5",,2,square,,METPOL,kanoa
6778,"3",,2,square,,METPOL,kanoa
6779,"5",,2,square,,METPOL,kanoa
6780,"5",,2,square,,METPOL,kanoa
6781,"5",,2,square,,METPOL,kanoa
6782,"5",,2,square,,METPOL,kanoa
6783,"5",,2,square,,METPOL,kanoa
6784,"5",,2,square,,METPOL,kanoa
6785,"5",,2,square,,METPOL,kanoa
6786,"5",,2,square,,METPOL,kanoa
6787,"5",,2,square,,METPOL,kanoa
6788,"5",,3,square,,GREROB,kanoa
6789,"5",,2,square,,METPOL,kanoa
6790,"5",,2,square,,METPOL,kanoa
6791,"5",,4,square,,DIOSAN,kanoa
6792,"5",,2,square,,METPOL,kanoa
6793,"5",,3,square,,GREROB,kanoa
6794,"5",,2,square,,METPOL,kanoa
6795,"5",,2,square,,METPOL,kanoa
6796,"5",,2,square,,METPOL,kanoa
6797,"5",,4,square,,DIOSAN,kanoa
6798,"5",,2,square,,METPOL,kanoa
6799,"5",,1,square,,OTHERS,kanoa
6800,"5",,4,square,,DIOSAN,kanoa
6801,"5",,2,square,,METPOL,kanoa
6802,"5",,3,square,,GREROB,kanoa
6803,"5",,4,square,,DIOSAN,kanoa
6804,"5",,3,square,,GREROB,kanoa
6805,"5",,3,square,,GREROB,kanoa
6806,"5",,3,square,,GREROB,kanoa
6807,"5",,3,square,,GREROB,kanoa
6808,"5",,3,square,,GREROB,kanoa
6809,"4",,2,square,,METPOL,kanoa
6810,"5",,3,square,,GREROB,kanoa
6811,"5",,3,square,,GREROB,kanoa
6812,"4",,4,square,,DIOSAN,kanoa
6813,"5",,2,square,,METPOL,kanoa
6814,"5",,3,square,,GREROB,kanoa
6815,"3",,2,square,,METPOL,kanoa
6816,"5",,4,square,,DIOSAN,kanoa
6817,"5",,2,square,,METPOL,kanoa
6818,"5",,2,square,,METPOL,kanoa
6819,"5",,3,square,,GREROB,kanoa
6820,"5",,4,square,,DIOSAN,kanoa
6821,"5",,4,square,,DIOSAN,kanoa
6822,"5",,0,square,,UNSURE,kanoa
6823,"5",,2,square,,METPOL,kanoa
6824,"5",,0,square,,UNSURE,kanoa
6825,"5",,4,square,,DIOSAN,kanoa
6826,"5",,4,square,,DIOSAN,kanoa
6827,"5",,4,square,,DIOSAN,kanoa
6828,"5",,4,square,,DIOSAN,kanoa
6829,"5",,4,square,,DIOSAN,kanoa
6830,"5",,4,square,,DIOSAN,kanoa
6831,"5",,4,square,,DIOSAN,kanoa
6832,"5",,2,square,,METPOL,kanoa
6833,"5",,2,square,,METPOL,kanoa
6834,"5",,2,square,,METPOL,kanoa
6835,"5",,4,square,,DIOSAN,kanoa
6836,"5",,4,square,,DIOSAN,kanoa
6837,"5",,4,square,,DIOSAN,kanoa
6838,"5",,2,square,,METPOL,kanoa
6839,"5",,2,square,,METPOL,kanoa
6840,"5",,4,square,,DIOSAN,kanoa
6841,"5",,4,square,,DIOSAN,kanoa
6842,"5",,2,square,,METPOL,kanoa
6843,"5",,2,square,,METPOL,kanoa
6844,"5",,4,square,,DIOSAN,kanoa
6845,"5",,2,square,,METPOL,kanoa
6846,"5",,4,square,,DIOSAN,kanoa
6847,"5",,4,square,,DIOSAN,kanoa
6848,"5",,4,square,,DIOSAN,kanoa
6849,"4",,4,square,,DIOSAN,kanoa
6850,"5",,4,square,,DIOSAN,kanoa
6851,"5",,4,square,,DIOSAN,kanoa
6852,"5",,4,square,,DIOSAN,kanoa
6853,"5",,4,square,,DIOSAN,kanoa
6854,"5",,4,square,,DIOSAN,kanoa
6855,"5",,3,square,,GREROB,kanoa
6856,"5",,3,square,,GREROB,kanoa
6857,"5",,2,square,,METPOL,kanoa
6858,"5",,4,square,,DIOSAN,kanoa
6859,"5",,4,square,,DIOSAN,kanoa
6860,"5",,4,square,,DIOSAN,kanoa
6861,"5",,0,square,,UNSURE,kanoa
6862,"5",,4,square,,DIOSAN,kanoa
6863,"5",,3,square,,GREROB,kanoa
6864,"5",,2,square,,METPOL,kanoa
6865,"5",,0,square,,FLNDED,kanoa
6866,"5",,4,square,,DIOSAN,kanoa
6867,"5",,2,square,,METPOL,kanoa
6868,"5",,4,square,,DIOSAN,kanoa
6869,"5",,2,square,,METPOL,kanoa
6870,"5",,2,square,,METPOL,kanoa
6871,"5",,4,square,,DIOSAN,kanoa
6872,"5",,3,square,,GREROB,kanoa
6873,"5",,4,square,,DIOSAN,kanoa
6874,"5",,3,square,,GREROB,kanoa
6875,"5",,4,square,,DIOSAN,kanoa
6876,"5",,2,square,,METPOL,kanoa
6877,"5",,0,square,,STDDED,kanoa
6878,"5",,4,square,,DIOSAN,kanoa
6879,"5",,4,square,,DIOSAN,kanoa
6880,"5",,4,square,,DIOSAN,kanoa
6881,"5",,4,square,,DIOSAN,kanoa
6882,"5",,3,square,,GREROB,kanoa
6883,"5",,4,square,,DIOSAN,kanoa
6884,"5",,3,square,,GREROB,kanoa
6885,"5",,2,square,,METPOL,kanoa
6886,"5",,3,square,,GREROB,kanoa
6887,"5",,2,square,,METPOL,kanoa
6888,"5",,3,square,,GREROB,kanoa
6889,"5",,3,square,,GREROB,kanoa
6890,"5",,2,square,,METPOL,kanoa
6891,"5",,4,square,,DIOSAN,kanoa
6892,"5",,2,square,,METPOL,kanoa
6893,"5",,4,square,,DIOSAN,kanoa
6894,"5",,2,square,,METPOL,kanoa
6895,"5",,2,square,,METPOL,kanoa
6896,"5",,3,square,,GREROB,kanoa
6897,"5",,4,square,,DIOSAN,kanoa
6898,"5",,2,square,,METPOL,kanoa
6899,"5",,2,square,,METPOL,kanoa
6900,"5",,2,square,,METPOL,kanoa
6901,"5",,2,square,,METPOL,kanoa
6902,"3",,2,square,,METPOL,kanoa
6903,"5",,4,square,,DIOSAN,kanoa
6904,"5",,3,square,,GREROB,kanoa
6905,"5",,0,square,,UNPRED,kanoa
6906,"5",,0,square,,UNPRED,kanoa
6907,"5",,4,square,,DIOSAN,kanoa
6908,"5",,0,square,,STDDED,kanoa
6909,"5",,1,square,,JACMIM,kanoa
6910,"5",,1,square,,JACMIM,kanoa
6911,"5",,4,square,,DIOSAN,kanoa
6912,"5",,4,square,,DIOSAN,kanoa
6913,"5",,2,square,,METPOL,kanoa
6914,"5",,2,square,,METPOL,kanoa
6915,"5",,2,square,,METPOL,kanoa
6916,"5",,4,square,,DIOSAN,kanoa
6917,"5",,0,square,,STDDED,kanoa
6918,"5",,4,square,,DIOSAN,kanoa
6919,"5",,4,square,,DIOSAN,kanoa
6920,"5",,4,square,,DIOSAN,kanoa
6921,"5",,4,square,,DIOSAN,kanoa
6922,"4",,2,square,,METPOL,kanoa
6923,"5",,4,square,,DIOSAN,kanoa
6924,"5",,2,square,,METPOL,kanoa
6925,"5",,4,square,,DIOSAN,kanoa
6926,"5",,0,square,,FLNDED,kanoa
6927,"5",,0,square,,UNPRED,kanoa
6928,"5",,2,square,,METPOL,kanoa
6929,"5",,4,square,,DIOSAN,kanoa
6930,"5",,2,square,,METPOL,kanoa
6931,"5",,2,square,,METPOL,kanoa
6932,"5",,4,square,,DIOSAN,kanoa
6933,"5",,4,square,,DIOSAN,kanoa
6934,"5",,4,square,,DIOSAN,kanoa
6935,"5",,2,square,,METPOL,kanoa
6936,"5",,2,square,,METPOL,kanoa
6937,"5",,4,square,,DIOSAN,kanoa
6938,"5",,0,square,,FLNDED,kanoa
6939,"5",,4,square,,DIOSAN,kanoa
6940,"5",,4,square,,DIOSAN,kanoa
6941,"5",,0,square,,STDDED,kanoa
6942,"4",,4,square,,DIOSAN,kanoa
6943,"5",,0,square,,STDDED,kanoa
6944,"5",,4,square,,DIOSAN,kanoa
6945,"5",,2,square,,METPOL,kanoa
6946,"5",,0,square,,UNPRED,kanoa
6947,"4",,4,square,,DIOSAN,kanoa
6948,"5",,4,square,,DIOSAN,kanoa
6949,"5",,4,square,,DIOSAN,kanoa
6950,"5",,4,square,,DIOSAN,kanoa
6951,"5",,4,square,,DIOSAN,kanoa
6952,"5",,2,square,,METPOL,kanoa
6953,"5",,2,square,,METPOL,kanoa
6954,"5",,2,square,,METPOL,kanoa
6955,"5",,0,square,,FLNDED,kanoa
6956,"5",,4,square,,DIOSAN,kanoa
6957,"5",,4,square,,DIOSAN,kanoa
6958,"5",,4,square,,DIOSAN,kanoa
6959,"5",,4,square,,DIOSAN,kanoa
6960,"5",,4,square,,DIOSAN,kanoa
6961,"5",,4,square,,DIOSAN,kanoa
6962,"5",,4,square,,DIOSAN,kanoa
6963,"5",,4,square,,DIOSAN,kanoa
6964,"5",,2,square,,METPOL,kanoa
6965,"5",,2,square,,METPOL,kanoa
6966,"5",,4,square,,DIOSAN,kanoa
6967,"5",,4,square,,DIOSAN,kanoa
6968,"5",,4,square,,DIOSAN,kanoa
6969,"5",,4,square,,DIOSAN,kanoa
6970,"5",,4,square,,DIOSAN,kanoa
6971,"5",,4,square,,DIOSAN,kanoa
6972,"5",,4,square,,DIOSAN,kanoa
6973,"5",,4,square,,DIOSAN,kanoa
6974,"5",,4,square,,DIOSAN,kanoa
6975,"5",,4,square,,DIOSAN,kanoa
6976,"5",,4,square,,DIOSAN,kanoa
6977,"5",,4,square,,DIOSAN,kanoa
6978,"5",,4,square,,DIOSAN,kanoa
6979,"5",,4,square,,DIOSAN,kanoa
6980,"5",,4,square,,DIOSAN,kanoa
6981,"5",,4,square,,DIOSAN,kanoa
6982,"5",,4,square,,DIOSAN,kanoa
6983,"5",,4,square,,DIOSAN,kanoa
6984,"5",,3,square,,GREROB,kanoa
6985,"5",,4,square,,DIOSAN,kanoa
6986,"5",,4,square,,DIOSAN,kanoa
6987,"5",,4,square,,DIOSAN,kanoa
6988,"5",,4,square,,DIOSAN,kanoa
6989,"5",,4,square,,DIOSAN,kanoa
6990,"5",,4,square,,DIOSAN,kanoa
6991,"5",,4,square,,DIOSAN,kanoa
6992,"5",,4,square,,DIOSAN,kanoa
6993,"5",,4,square,,DIOSAN,kanoa
6994,"5",,4,square,,DIOSAN,kanoa
6995,"5",,1,square,,OTHERS,kanoa
6996,"5",,4,square,,DIOSAN,kanoa
6997,"5",,4,square,,DIOSAN,kanoa
6998,"5",,4,square,,DIOSAN,kanoa
6999,"5",,4,square,,DIOSAN,kanoa
7000,"5",,0,square,,STDDED,kanoa
7001,"5",,0,square,,STDDED,kanoa
7002,"5",,4,square,,DIOSAN,kanoa
7003,"5",,3,square,,GREROB,kanoa
7004,"5",,3,square,,GREROB,kanoa
7005,"5",,3,square,,GREROB,kanoa
7006,"5",,0,square,,STDDED,kanoa
7007,"5",,3,square,,GREROB,kanoa
7008,"5",,3,square,,GREROB,kanoa
7009,"5",,3,square,,GREROB,kanoa
7010,"5",,0,square,,STDDED,kanoa
7011,"5",,3,square,,GREROB,kanoa
7012,"5",,3,square,,GREROB,kanoa
7013,"5",,3,square,,GREROB,kanoa
7014,"5",,0,square,,STDDED,kanoa
7015,"5",,3,square,,GREROB,kanoa
7016,"5",,3,square,,GREROB,kanoa
7017,"5",,3,square,,GREROB,kanoa
7018,"5",,3,square,,GREROB,kanoa
7019,"5",,1,square,,OTHERS,kanoa
7020,"5",,4,square,,DIOSAN,kanoa
7021,"5",,4,square,,DIOSAN,kanoa
7022,"5",,3,square,,GREROB,kanoa
7023,"5",,2,square,,METPOL,kanoa
7024,"5",,0,square,,STDDED,kanoa
7025,"5",,1,square,,PLASAN,kanoa
7026,"5",,3,square,,GREROB,kanoa
7027,"5",,3,square,,GREROB,kanoa
7028,"5",,3,square,,GREROB,kanoa
7029,"5",,3,square,,GREROB,kanoa
7030,"5",,1,square,,PLASAN,kanoa
7031,"5",,1,square,,PLASAN,kanoa
7032,"5",,3,square,,GREROB,kanoa
7033,"5",,0,square,,STDDED,kanoa
7034,"5","Mixed, Baby",3,square,,GREROB,kanoa
7035,"5","Mixed, Baby",3,square,,GREROB,kanoa
7036,"5",MIXED,4,square,,DIOSAN,kanoa
7037,"5",Baby,3,square,,GREROB,kanoa
7038,"5",Mixed,4,square,,DIOSAN,kanoa
7039,"5",,3,square,,GREROB,kanoa
7040,"5",,3,square,,GREROB,kanoa
7041,"5",,3,square,,GREROB,kanoa
7042,"5",,3,square,,GREROB,kanoa
7043,"5",,0,square,,STDDED,kanoa
7044,"5",,3,square,,GREROB,kanoa
7045,"5",,3,square,,GREROB,kanoa
7046,"5",,3,square,,GREROB,kanoa
7047,"5",,3,square,,GREROB,kanoa
7048,"5",,3,square,,GREROB,kanoa
7049,"5",,3,square,,GREROB,kanoa
7050,"5",,0,square,,STDDED,kanoa
7051,"5",,3,square,,GREROB,kanoa
7052,"5",,3,square,,GREROB,kanoa
7053,"5",,3,square,,GREROB,kanoa
7054,"5",,3,square,,GREROB,kanoa
7055,"5",,3,square,,GREROB,kanoa
7056,"5",,3,square,,GREROB,kanoa
7057,"5",,3,square,,GREROB,kanoa
7058,"5",,3,square,,GREROB,kanoa
7059,"5",,4,square,,DIOSAN,kanoa
7060,"5",,0,square,,STDDED,kanoa
7061,"5",,3,square,,GREROB,kanoa
7062,"5",,0,square,,UNPRED,kanoa
7063,"5",,3,square,,GREROB,kanoa
7064,"5",,4,square,,DIOSAN,kanoa
7065,"5",,0,square,,STDDED,kanoa
7066,"5",,3,square,,GREROB,kanoa
7067,"5",,3,square,,GREROB,kanoa
7068,"5",,3,square,,GREROB,kanoa
7069,"5",,0,square,,FLNDED,kanoa
7070,"5",,3,square,,GREROB,kanoa
7071,"5",,3,square,,GREROB,kanoa
7072,"5",,4,square,,DIOSAN,kanoa
7073,"5",,4,square,,DIOSAN,kanoa
7074,"5",,0,square,,STDDED,kanoa
7075,"5",,0,square,,UNPRED,kanoa
7076,"5",,3,square,,GREROB,kanoa
7077,"5",,4,square,,DIOSAN,kanoa
7078,"5",,4,square,,DIOSAN,kanoa
7079,"5",,4,square,,DIOSAN,kanoa
7080,"5",,4,square,,DIOSAN,kanoa
7081,"5",,4,square,,DIOSAN,kanoa
7082,"5",,4,square,,DIOSAN,kanoa
7083,"5",,4,square,,DIOSAN,kanoa
7084,"5",,4,square,,DIOSAN,kanoa
7085,"5",,3,square,,GREROB,kanoa
7086,"5",,2,square,,METPOL,kanoa
7087,"5",,4,square,,DIOSAN,kanoa
7088,"5",,4,square,,DIOSAN,kanoa
7089,"5",,4,square,,DIOSAN,kanoa
7090,"5",,0,square,,FLNDED,kanoa
7091,"5",,0,square,,FLNDED,kanoa
7092,"5",,0,square,,FLNDED,kanoa
7093,"5",,4,square,,DIOSAN,kanoa
7094,"5",,4,square,,DIOSAN,kanoa
7095,"5",,4,square,,DIOSAN,kanoa
7096,"5",,4,square,,DIOSAN,kanoa
7097,"5",,0,square,,STDDED,kanoa
7098,"5",,4,square,,DIOSAN,kanoa
7099,"5",,4,square,,DIOSAN,kanoa
7100,"5",,4,square,,DIOSAN,kanoa
7101,"5",,0,square,,STDDED,kanoa
7102,"5",,3,square,,GREROB,kanoa
7103,"5",,3,square,,GREROB,kanoa
7104,"5",,3,square,,GREROB,kanoa
7105,"5",,3,square,,GREROB,kanoa
7106,"5",,0,square,,FLNDED,kanoa
7107,"5",,0,square,,FLNDED,kanoa
7108,"5",,4,square,,DIOSAN,kanoa
7109,"5",,4,square,,DIOSAN,kanoa
7110,"5",,4,square,,DIOSAN,kanoa
7111,"5",,4,square,,DIOSAN,kanoa
7112,"5",,4,square,,DIOSAN,kanoa
7113,"5",,3,square,,GREROB,kanoa
7114,"5",,4,square,,DIOSAN,kanoa
7115,"5",,2,square,,METPOL,kanoa
7116,"5",,2,square,,METPOL,kanoa
7117,"5",,2,square,,METPOL,kanoa
7118,"5",,0,square,,STDDED,kanoa
7119,"5",,2,square,,METPOL,kanoa
7120,"5",,2,square,,METPOL,kanoa
7121,"5",,4,square,,DIOSAN,kanoa
7122,"5",,3,square,,GREROB,kanoa
7123,"5",,3,square,,GREROB,kanoa
7124,"5",,2,square,,METPOL,kanoa
7125,"5",,2,square,,METPOL,kanoa
7126,"5",,4,square,,DIOSAN,kanoa
7127,"5",,4,square,,DIOSAN,kanoa
7128,"5",,0,square,,STDDED,kanoa
7129,"5",,0,square,,FLNDED,kanoa
7130,"5",,4,square,,DIOSAN,kanoa
7131,"5",,4,square,,DIOSAN,kanoa
7132,"5",,4,square,,DIOSAN,kanoa
7133,"5",,1,square,,OTHERS,kanoa
7134,"5",,3,square,,GREROB,kanoa
7135,"5",,4,square,,DIOSAN,kanoa
7136,"5",,4,square,,DIOSAN,kanoa
7137,"5",,4,square,,DIOSAN,kanoa
7138,"4",,2,square,,METPOL,kanoa
7139,"4",,2,square,,METPOL,kanoa
7140,"5",,3,square,,GREROB,kanoa
7141,"5",,4,square,,DIOSAN,kanoa
7142,"5",,3,square,,GREROB,kanoa
7143,"5",,3,square,,GREROB,kanoa
7144,"5",,0,square,,UNSURE,kanoa
7145,"4",,2,square,,METPOL,kanoa
7146,"5",,4,square,,DIOSAN,kanoa
7147,"5",,4,square,,DIOSAN,kanoa
7148,"5",,4,square,,DIOSAN,kanoa
7149,"5",,4,square,,DIOSAN,kanoa
7150,"5",,2,square,,METPOL,kanoa
7151,"5",,0,square,,UNPRED,kanoa
7152,"5",,4,square,,DIOSAN,kanoa
7153,"5",,4,square,,DIOSAN,kanoa
7154,"5",,4,square,,DIOSAN,kanoa
7155,"5",,4,square,,DIOSAN,kanoa
7156,"5",,4,square,,DIOSAN,kanoa
7157,"5",,2,square,,METPOL,kanoa
7158,"5",,4,square,,DIOSAN,kanoa
7159,"5",,4,square,,DIOSAN,kanoa
7160,"5",,4,square,,DIOSAN,kanoa
7161,"5",,4,square,,DIOSAN,kanoa
7162,"5",,4,square,,DIOSAN,kanoa
7163,"5",,4,square,,DIOSAN,kanoa
7164,"5",,3,square,,GREROB,kanoa
7165,"5",,4,square,,DIOSAN,kanoa
7166,"5",,4,square,,DIOSAN,kanoa
7167,"5",,4,square,,DIOSAN,kanoa
7168,"5",,4,square,,DIOSAN,kanoa
7169,"5",,4,square,,DIOSAN,kanoa
7170,"5",,3,square,,GREROB,kanoa
7171,"5",,4,square,,DIOSAN,kanoa
7172,"5",,4,square,,DIOSAN,kanoa
7173,"5",,3,square,,GREROB,kanoa
7174,"5",,3,square,,GREROB,kanoa
7175,"5",,3,square,,GREROB,kanoa
7176,"5",,4,square,,DIOSAN,kanoa
7177,"5",,4,square,,DIOSAN,kanoa
7178,"5",Mixed,4,square,,DIOSAN,kanoa
7179,"5",,3,square,,GREROB,kanoa
7180,"5",,3,square,,GREROB,kanoa
7181,"5",,3,square,,GREROB,kanoa
7182,"5",,2,square,,METPOL,kanoa
7183,"5",,3,square,,GREROB,kanoa
7184,"5",,4,square,,DIOSAN,kanoa
7185,"5",,3,square,,GREROB,kanoa
7186,"5",,2,square,,METPOL,kanoa
7187,"5",,2,square,,METPOL,kanoa
7188,"5",,3,square,,GREROB,kanoa
7189,"5",,4,square,,DIOSAN,kanoa
7190,"5",,4,square,,DIOSAN,kanoa
7191,"5",,4,square,,DIOSAN,kanoa
7192,"5",,4,square,,DIOSAN,kanoa
7193,"5",,2,square,,METPOL,kanoa
7194,"5",,2,square,,METPOL,kanoa
7195,"5",,0,square,,STDDED,kanoa
7196,"5",,4,square,,DIOSAN,kanoa
7197,"5",,4,square,,DIOSAN,kanoa
7198,"5",,1,square,,JACMIM,kanoa
7199,"5",,4,square,,DIOSAN,kanoa
7200,"5",,4,square,,DIOSAN,kanoa
7201,"5",,0,square,,STDDED,kanoa
7202,"5",,2,square,,METPOL,kanoa
7203,"5",,4,square,,DIOSAN,kanoa
7204,"5",,4,square,,DIOSAN,kanoa
7205,"5",,4,square,,DIOSAN,kanoa
7206,"5","Half dead, Mixed",2,square,,METPOL,kanoa
7207,"5",,2,square,,METPOL,kanoa
7208,"4",,2,square,,METPOL,kanoa
7209,"5",,4,square,,DIOSAN,kanoa
7210,"5",,3,square,,GREROB,kanoa
7211,"5",,2,square,,METPOL,kanoa
7212,"5",,3,square,,GREROB,kanoa
7213,"5",,4,square,,DIOSAN,kanoa
7214,"5",,0,square,,STDDED,kanoa
7215,"5",,2,square,,METPOL,kanoa
7216,"5",Mixed,2,square,,METPOL,kanoa
7217,"5",,4,square,,DIOSAN,kanoa
7218,"5",,4,square,,DIOSAN,kanoa
